"elementName", "elementContent", "typeAttributeIfPresent""
"persName", " Mary Smith ", "", "", "", "", "", "", "", ""
"persName", " Mary Stockwell Jackson ", "", "", "", "", "", "", "", ""
"persName", " Mary Tattersall ", "", "", "", "", "", "", "", ""
"persName", " Mary Taylor ", "", "", "", "", "", "", "", ""
"persName", " Mary Thomas Mason ", "", "", "", "", "", "", "", ""
"persName", " Mary Tordoff Woodhead ", "", "", "", "", "", "", "", ""
"persName", " Mary Watson ", "", "", "", "", "", "", "", ""
"persName", " Mary Wheatley Hyland ", "", "", "", "", "", "", "", ""
"persName", " Mary Whitehead ", "", "", "", "", "", "", "", ""
"persName", " Mary Whitikar ", "", "", "", "", "", "", "", ""
"persName", " Mary Wilkinson Taylor ", "", "", "", "", "", "", "", ""
"persName", " Mary Wood ", "", "", "", "", "", "", "", ""
"persName", " Mary Ann Foster ", "", "", "", "", "", "", "", ""
"persName", " Mary Catherine Vogelsang ", "", "", "", "", "", "", "", ""
"persName", " Mary Elizabeth Thornton ", "", "", "", "", "", "", "", ""
"persName", " Mercy Carter ", "", "", "", "", "", "", "", ""
"persName", " Mercy Sutcliffe ", "", "", "", "", "", "", "", ""
"persName", " Millan Millicent Milla Ratcliffe ", "", "", "", "", "", "", "", ""
"persName", " Nathanael Seidel ", "", "", "", "", "", "", "", ""
"persName", " Nicolaus Ludwig Zinzendorf ", "", "", "", "", "", "", "", ""
"persName", " Peter Hyland ", "", "", "", "", "", "", "", ""
"persName", " Peter Hyland ", "", "", "", "", "", "", "", ""
"persName", " Peter Syms ", "", "", "", "", "", "", "", ""
"persName", " Peter Jacob Planta ", "", "", "", "", "", "", "", ""
"persName", " Philip Hurlock ", "", "", "", "", "", "", "", ""
"persName", " Phillip Henry Molther ", "", "", "", "", "", "", "", ""
"persName", " Phoebe Thornycroft Müller Miller ", "", "", "", "", "", "", "", ""
"persName", " Priscilla Cooke Mason ", "", "", "", "", "", "", "", ""
"persName", " Rachel Bradley ", "", "", "", "", "", "", "", ""
"persName", " Rachel Brook ", "", "", "", "", "", "", "", ""
"persName", " Rachel Roebuck ", "", "", "", "", "", "", "", ""
"persName", " Rebecca Walton ", "", "", "", "", "", "", "", ""
"persName", " Rhoda Martyn ", "", "", "", "", "", "", "", ""
"persName", " Richard Bradley ", "", "", "", "", "", "", "", ""
"persName", " Richard Fenton ", "", "", "", "", "", "", "", ""
"persName", " Robert Liley ", "", "", "", "", "", "", "", ""
"persName", " Rosina Brown ", "", "", "", "", "", "", "", ""
"persName", " Sally Holt ", "", "", "", "", "", "", "", ""
"persName", " Samuel Sykes ", "", "", "", "", "", "", "", ""
"persName", " Samuel Watson ", "", "", "", "", "", "", "", ""
"persName", " Samuel Watson ", "", "", "", "", "", "", "", ""
"persName", " Samuel Wilson ", "", "", "", "", "", "", "", ""
"persName", " Samuel Frederic Church ", "", "", "", "", "", "", "", ""
"persName", " Samuel Traugott Benade ", "", "", "", "", "", "", "", ""
"persName", " Sarah Athill ", "", "", "", "", "", "", "", ""
"persName", " Sarah Clough ", "", "", "", "", "", "", "", ""
"persName", " Sarah Craven ", "", "", "", "", "", "", "", ""
"persName", " Sarah Gurney ", "", "", "", "", "", "", "", ""
"persName", " Sarah Horsfall Horsefall ", "", "", "", "", "", "", "", ""
"persName", " Sarah Metcalf ", "", "", "", "", "", "", "", ""
"persName", " Sarah Mortimer ", "", "", "", "", "", "", "", ""
"persName", " Sarah Pollard Robinson ", "", "", "", "", "", "", "", ""
"persName", " Sarah Robinson ", "", "", "", "", "", "", "", ""
"persName", " Sarah Ross ", "", "", "", "", "", "", "", ""
"persName", " Sarah Sally Cennick ", "", "", "", "", "", "", "", ""
"persName", " Sarah Sally Whitehead ", "", "", "", "", "", "", "", ""
"persName", " Sarah Sheard ", "", "", "", "", "", "", "", ""
"persName", " Sarah Skelton ", "", "", "", "", "", "", "", ""
"persName", " Sarah Theed Martyn ", "", "", "", "", "", "", "", ""
"persName", " Sarah Wyring ", "", "", "", "", "", "", "", ""
"persName", " Sarah Ann Fletcher ", "", "", "", "", "", "", "", ""
"persName", " Sarah Catharine Morgan ", "", "", "", "", "", "", "", ""
"persName", " Sophia Eleanora Dorothea Leporin Clemens ", "", "", "", "", "", "", "", ""
"persName", " Susan Smith ", "", "", "", "", "", "", "", ""
"persName", " Susanna Susan Popplewell ", "", "", "", "", "", "", "", ""
"persName", " Susanna Watson ", "", "", "", "", "", "", "", ""
"persName", " Suzanna Liley Susan (Susy) Liley Susana Lily ", "", "", "", "", "", "", "", ""
"persName", " Suzanna Susannah Peel ", "", "", "", "", "", "", "", ""
"persName", " T. Mallalieu ", "", "", "", "", "", "", "", ""
"persName", " T. T. Biddulph ", "", "", "", "", "", "", "", ""
"persName", " Thomas Grinfield ", "", "", "", "", "", "", "", ""
"persName", " Thomas Hague ", "", "", "", "", "", "", "", ""
"persName", " Thomas Hyland ", "", "", "", "", "", "", "", ""
"persName", " Thomas Moore ", "", "", "", "", "", "", "", ""
"persName", " Thomas Shoesmith ", "", "", "", "", "", "", "", ""
"persName", " Thomas Sykes ", "", "", "", "", "", "", "", ""
"persName", " Timothy Gray ", "", "", "", "", "", "", "", ""
"persName", " William Arme ", "", "", "", "", "", "", "", ""
"persName", " William Armistead ", "", "", "", "", "", "", "", ""
"persName", " William Birkhead ", "", "", "", "", "", "", "", ""
"persName", " William Broadbent ", "", "", "", "", "", "", "", ""
"persName", " William Edwards ", "", "", "", "", "", "", "", ""
"persName", " William Horne ", "", "", "", "", "", "", "", ""
"persName", " William Johnson ", "", "", "", "", "", "", "", ""
"persName", " William Johnson ", "", "", "", "", "", "", "", ""
"persName", " William Jones ", "", "", "", "", "", "", "", ""
"persName", " William Nelson ", "", "", "", "", "", "", "", ""
"persName", " William Okely ", "", "", "", "", "", "", "", ""
"persName", " William Taylor ", "", "", "", "", "", "", "", ""
"persName", " William White ", "", "", "", "", "", "", "", ""
"persName", "Abraham Stockwell", "", "", "", "", "", "", "", ""
"persName", "Abraham Stockwell", "", "", "", "", "", "", "", ""
"persName", "Abraham Stockwell", "", "", "", "", "", "", "", ""
"persName", "Anna Kriegelstein", "", "", "", "", "", "", "", ""
"persName", "Anna Kriegelstein", "", "", "", "", "", "", "", ""
"persName", "Anna La Trobe", "", "", "", "", "", "", "", ""
"persName", "Benigna Watson", "", "", "", "", "", "", "", ""
"persName", "Benigna Watson", "", "", "", "", "", "", "", ""
"persName", "Benjamin", "", "", "", "", "", "", "", ""
"persName", "Benjamin Ingham", "", "", "", "", "", "", "", ""
"persName", "Benjamin La Trobe", "", "", "", "", "", "", "", ""
"persName", "Benjamin Sheard", "", "", "", "", "", "", "", ""
"persName", "Betsey Holand", "", "", "", "", "", "", "", ""
"persName", "Betty Midgley", "", "", "", "", "", "", "", ""
"persName", "Charles von Larisch", "", "", "", "", "", "", "", ""
